id,name,filePath,startLine,endLine,isExported,content,description
"Class:tests/hermes_cli/test_path_completion.py:TestPathCompletions","TestPathCompletions","tests/hermes_cli/test_path_completion.py",62,125,true,"

class TestPathCompletions:
    def test_lists_current_directory(self, tmp_path):
        (tmp_path / ""file_a.py"").touch()
        (tmp_path / ""file_b.txt"").touch()
        (tmp_path / ""subdir"").mkdir()

        old_cwd = os.getcwd()
        os.chdir(tmp_path)
        try:
            completions = list(SlashCommandCompleter._path_completions(""./""))
            names = _display_names(completions)
            assert ""file_a.py"" in names
            assert ""file_b.txt"" in names
            assert ""subdir/"" in names
        finally:
            os.chdir(old_cwd)

    def test_filters_by_prefix(self, tmp_path):
        (tmp_path / ""alpha.py"").touch()
        (tmp_path / ""beta.py"").touch()
        (tmp_path / ""alpha_test.py"").touch()

        completions = list(SlashCommandCompleter._path_completions(f""{tmp_path}/alpha""))
        names = _display_names(completions)
        assert ""alpha.py"" in names
        assert ""alpha_test.py"" in names
        assert ""beta.py"" not in names

    def test_directories_have_trailing_slash(self, tmp_path):
        (tmp_path / ""mydir"").mkdir()
        (tmp_path / ""myfile.txt"").touch()

        completions = list(SlashCommandCompleter._path_completions(f""{tmp_path}/""))
        names = _display_names(completions)
        metas = _display_metas(completions)
        assert ""mydir/"" in names
        idx = names.index(""mydir/"")
        assert metas[idx] == ""dir""

    def test_home_expansion(self, tmp_path, monkeypatch):
        monkeypatch.setenv(""HOME"", str(tmp_path))
        (tmp_path / ""testfile.md"").touch()

        completions = list(SlashCommandCompleter._path_completions(""~/test""))
        names = _display_names(completions)
        assert ""testfile.md"" in names

    def test_nonexistent_dir_returns_empty(self):
        completions = list(SlashCommandCompleter._path_completions(""/nonexistent_dir_xyz/""))
        assert completions == []

    def test_respects_limit(self, tmp_path):
        for i in range(50):
            (tmp_path / f""file_{i:03d}.txt"").touch()

        completions = list(SlashCommandCompleter._path_completions(f""{tmp_path}/"", limit=10))
        assert len(completions) == 10

    def test_case_insensitive_prefix(self, tmp_path):
        (tmp_path / ""README.md"").touch()

        completions = list(SlashCommandCompleter._path_completions(f""{tmp_path}/read""))
        names = _display_names(completions)
        assert ""README.md"" in names

",""
"Class:tests/hermes_cli/test_path_completion.py:TestIntegration","TestIntegration","tests/hermes_cli/test_path_completion.py",128,163,true,"

class TestIntegration:
    """"""Test the completer produces path completions via the prompt_toolkit API.""""""

    def test_slash_commands_still_work(self, completer):
        doc = Document(""/hel"", cursor_position=4)
        event = MagicMock()
        completions = list(completer.get_completions(doc, event))
        names = _display_names(completions)
        assert ""/help"" in names

    def test_path_completion_triggers_on_dot_slash(self, completer, tmp_path):
        (tmp_path / ""test.py"").touch()
        old_cwd = os.getcwd()
        os.chdir(tmp_path)
        try:
            doc = Document(""edit ./te"", cursor_position=9)
            event = MagicMock()
            completions = list(completer.get_completions(doc, event))
            names = _display_names(completions)
            assert ""test.py"" in names
        finally:
            os.chdir(old_cwd)

    def test_no_completion_for_plain_words(self, completer):
        doc = Document(""hello world"", cursor_position=11)
        event = MagicMock()
        completions = list(completer.get_completions(doc, event))
        assert completions == []

    def test_absolute_path_triggers_completion(self, completer):
        doc = Document(""check /etc/hos"", cursor_position=14)
        event = MagicMock()
        completions = list(completer.get_completions(doc, event))
        names = _display_names(completions)
        # /etc/hosts should exist on Linux
        assert any(""host"" in n.lower() for n in names)

",""
"Class:tests/hermes_cli/test_path_completion.py:TestFileSizeLabel","TestFileSizeLabel","tests/hermes_cli/test_path_completion.py",166,183,true,"

class TestFileSizeLabel:
    def test_bytes(self, tmp_path):
        f = tmp_path / ""small.txt""
        f.write_text(""hi"")
        assert _file_size_label(str(f)) == ""2B""

    def test_kilobytes(self, tmp_path):
        f = tmp_path / ""medium.txt""
        f.write_bytes(b""x"" * 2048)
        assert _file_size_label(str(f)) == ""2K""

    def test_megabytes(self, tmp_path):
        f = tmp_path / ""large.bin""
        f.write_bytes(b""x"" * (2 * 1024 * 1024))
        assert _file_size_label(str(f)) == ""2.0M""

    def test_nonexistent(self):
        assert _file_size_label(""/nonexistent_xyz"") == """"
",""
"Class:tests/hermes_cli/test_ollama_cloud_auth.py:TestOllamaCloudCredentials","TestOllamaCloudCredentials","tests/hermes_cli/test_ollama_cloud_auth.py",20,70,true,"# ---------------------------------------------------------------------------

class TestOllamaCloudCredentials:
    """"""runtime_provider should use OLLAMA_API_KEY for ollama.com endpoints.""""""

    def test_ollama_api_key_used_for_ollama_endpoint(self, monkeypatch, tmp_path):
        """"""When base_url contains ollama.com, OLLAMA_API_KEY is in the candidate chain.""""""
        monkeypatch.setenv(""OLLAMA_API_KEY"", ""test-ollama-key-12345"")
        monkeypatch.delenv(""OPENAI_API_KEY"", raising=False)
        monkeypatch.delenv(""OPENROUTER_API_KEY"", raising=False)

        # Mock config to return custom provider with ollama base_url
        mock_config = {
            ""model"": {
                ""default"": ""qwen3.5:397b"",
                ""provider"": ""custom"",
                ""base_url"": ""https://ollama.com/v1"",
            }
        }
        monkeypatch.setattr(
            ""hermes_cli.runtime_provider._get_model_config"",
            lambda: mock_config.get(""model"", {}),
        )

        from hermes_cli.runtime_provider import resolve_runtime_provider
        runtime = resolve_runtime_provider(requested=""custom"")

        assert runtime[""base_url""] == ""https://ollama.com/v1""
        assert runtime[""api_key""] == ""test-ollama-key-12345""
        assert runtime[""provider""] == ""custom""

    def test_ollama_key_not_used_for_non_ollama_endpoint(self, monkeypatch):
        """"""OLLAMA_API_KEY should NOT be used for non-ollama endpoints.""""""
        monkeypatch.setenv(""OLLAMA_API_KEY"", ""test-ollama-key"")
        monkeypatch.delenv(""OPENAI_API_KEY"", raising=False)
        monkeypatch.delenv(""OPENROUTER_API_KEY"", raising=False)

        mock_config = {
            ""model"": {
                ""provider"": ""custom"",
                ""base_url"": ""http://localhost:11434/v1"",
            }
        }
        monkeypatch.setattr(
            ""hermes_cli.runtime_provider._get_model_config"",
            lambda: mock_config.get(""model"", {}),
        )

        from hermes_cli.runtime_provider import resolve_runtime_provider
        runtime = resolve_runtime_provider(requested=""custom"")

        # Should fall through to no-key-required for local endpoints
        assert runtime[""api_key""] != ""test-ollama-key""

",""
"Class:tests/hermes_cli/test_ollama_cloud_auth.py:TestDirectAliases","TestDirectAliases","tests/hermes_cli/test_ollama_cloud_auth.py",77,151,true,"# ---------------------------------------------------------------------------

class TestDirectAliases:
    """"""model_switch direct aliases from config.yaml model_aliases.""""""

    def test_direct_alias_loaded_from_config(self, monkeypatch):
        """"""Direct aliases load from config.yaml model_aliases section.""""""
        mock_config = {
            ""model_aliases"": {
                ""mymodel"": {
                    ""model"": ""custom-model:latest"",
                    ""provider"": ""custom"",
                    ""base_url"": ""https://example.com/v1"",
                }
            }
        }
        monkeypatch.setattr(
            ""hermes_cli.config.load_config"",
            lambda: mock_config,
        )

        from hermes_cli.model_switch import _load_direct_aliases
        aliases = _load_direct_aliases()

        assert ""mymodel"" in aliases
        assert aliases[""mymodel""].model == ""custom-model:latest""
        assert aliases[""mymodel""].provider == ""custom""
        assert aliases[""mymodel""].base_url == ""https://example.com/v1""

    def test_direct_alias_resolved_before_catalog(self, monkeypatch):
        """"""Direct aliases take priority over models.dev catalog lookup.""""""
        from hermes_cli.model_switch import DirectAlias, resolve_alias
        import hermes_cli.model_switch as ms

        test_aliases = {
            ""glm"": DirectAlias(""glm-4.7"", ""custom"", ""https://ollama.com/v1""),
        }
        monkeypatch.setattr(ms, ""DIRECT_ALIASES"", test_aliases)

        result = resolve_alias(""glm"", ""openrouter"")
        assert result is not None
        provider, model, alias = result
        assert model == ""glm-4.7""
        assert provider == ""custom""
        assert alias == ""glm""

    def test_reverse_lookup_by_model_id(self, monkeypatch):
        """"""Full model names (e.g. 'kimi-k2.5') match via reverse lookup.""""""
        from hermes_cli.model_switch import DirectAlias, resolve_alias
        import hermes_cli.model_switch as ms

        test_aliases = {
            ""kimi"": DirectAlias(""kimi-k2.5"", ""custom"", ""https://ollama.com/v1""),
        }
        monkeypatch.setattr(ms, ""DIRECT_ALIASES"", test_aliases)

        # Typing full model name should resolve through the alias
        result = resolve_alias(""kimi-k2.5"", ""openrouter"")
        assert result is not None
        provider, model, alias = result
        assert model == ""kimi-k2.5""
        assert provider == ""custom""
        assert alias == ""kimi""

    def test_reverse_lookup_case_insensitive(self, monkeypatch):
        """"""Reverse lookup is case-insensitive.""""""
        from hermes_cli.model_switch import DirectAlias, resolve_alias
        import hermes_cli.model_switch as ms

        test_aliases = {
            ""glm"": DirectAlias(""GLM-4.7"", ""custom"", ""https://ollama.com/v1""),
        }
        monkeypatch.setattr(ms, ""DIRECT_ALIASES"", test_aliases)

        result = resolve_alias(""glm-4.7"", ""openrouter"")
        assert result is not None
        assert result[1] == ""GLM-4.7""

",""
"Class:tests/hermes_cli/test_ollama_cloud_auth.py:TestModelSwitchPersistence","TestModelSwitchPersistence","tests/hermes_cli/test_ollama_cloud_auth.py",158,179,true,"# ---------------------------------------------------------------------------

class TestModelSwitchPersistence:
    """"""CLI /model command should update requested_provider for session persistence.""""""

    def test_model_switch_result_fields(self):
        """"""ModelSwitchResult has all required fields for CLI state update.""""""
        from hermes_cli.model_switch import ModelSwitchResult

        result = ModelSwitchResult(
            success=True,
            new_model=""claude-opus-4-6"",
            target_provider=""anthropic"",
            provider_changed=True,
            api_key=""test-key"",
            base_url=""https://api.anthropic.com"",
            api_mode=""anthropic_messages"",
        )

        assert result.success
        assert result.new_model == ""claude-opus-4-6""
        assert result.target_provider == ""anthropic""
        assert result.api_key == ""test-key""
        assert result.base_url == ""https://api.anthropic.com""

",""
"Class:tests/hermes_cli/test_ollama_cloud_auth.py:TestModelTabCompletion","TestModelTabCompletion","tests/hermes_cli/test_ollama_cloud_auth.py",186,245,true,"# ---------------------------------------------------------------------------

class TestModelTabCompletion:
    """"""SlashCommandCompleter provides model alias completions for /model.""""""

    def test_model_completions_yields_direct_aliases(self, monkeypatch):
        """"""_model_completions yields direct aliases with model and provider info.""""""
        from hermes_cli.commands import SlashCommandCompleter
        from hermes_cli.model_switch import DirectAlias
        import hermes_cli.model_switch as ms

        test_aliases = {
            ""opus"": DirectAlias(""claude-opus-4-6"", ""anthropic"", """"),
            ""qwen"": DirectAlias(""qwen3.5:397b"", ""custom"", ""https://ollama.com/v1""),
        }
        monkeypatch.setattr(ms, ""DIRECT_ALIASES"", test_aliases)

        completer = SlashCommandCompleter()
        completions = list(completer._model_completions("""", """"))

        names = [c.text for c in completions]
        assert ""opus"" in names
        assert ""qwen"" in names

    def test_model_completions_filters_by_prefix(self, monkeypatch):
        """"""Completions filter by typed prefix.""""""
        from hermes_cli.commands import SlashCommandCompleter
        from hermes_cli.model_switch import DirectAlias
        import hermes_cli.model_switch as ms

        test_aliases = {
            ""opus"": DirectAlias(""claude-opus-4-6"", ""anthropic"", """"),
            ""qwen"": DirectAlias(""qwen3.5:397b"", ""custom"", ""https://ollama.com/v1""),
        }
        monkeypatch.setattr(ms, ""DIRECT_ALIASES"", test_aliases)

        completer = SlashCommandCompleter()
        completions = list(completer._model_completions(""o"", ""o""))

        names = [c.text for c in completions]
        assert ""opus"" in names
        assert ""qwen"" not in names

    def test_model_completions_shows_metadata(self, monkeypatch):
        """"""Completions include model name and provider in display_meta.""""""
        from hermes_cli.commands import SlashCommandCompleter
        from hermes_cli.model_switch import DirectAlias
        import hermes_cli.model_switch as ms

        test_aliases = {
            ""glm"": DirectAlias(""glm-4.7"", ""custom"", ""https://ollama.com/v1""),
        }
        monkeypatch.setattr(ms, ""DIRECT_ALIASES"", test_aliases)

        completer = SlashCommandCompleter()
        completions = list(completer._model_completions(""g"", ""g""))

        assert len(completions) >= 1
        glm_comp = [c for c in completions if c.text == ""glm""][0]
        meta_str = str(glm_comp.display_meta)
        assert ""glm-4.7"" in meta_str
        assert ""custom"" in meta_str

",""
"Class:tests/hermes_cli/test_ollama_cloud_auth.py:TestFallbackBaseUrlPassthrough","TestFallbackBaseUrlPassthrough","tests/hermes_cli/test_ollama_cloud_auth.py",252,282,true,"# ---------------------------------------------------------------------------

class TestFallbackBaseUrlPassthrough:
    """"""_try_activate_fallback should pass base_url from fallback config.""""""

    def test_fallback_config_has_base_url(self):
        """"""Verify fallback_providers config structure supports base_url.""""""
        # This tests the contract: fallback dicts can have base_url
        fb = {
            ""provider"": ""custom"",
            ""model"": ""qwen3.5:397b"",
            ""base_url"": ""https://ollama.com/v1"",
        }
        assert fb.get(""base_url"") == ""https://ollama.com/v1""

    def test_ollama_key_lookup_for_fallback(self, monkeypatch):
        """"""When fallback base_url is ollama.com and no api_key, OLLAMA_API_KEY is used.""""""
        monkeypatch.setenv(""OLLAMA_API_KEY"", ""fb-ollama-key"")

        fb = {
            ""provider"": ""custom"",
            ""model"": ""qwen3.5:397b"",
            ""base_url"": ""https://ollama.com/v1"",
        }

        fb_base_url_hint = (fb.get(""base_url"") or """").strip() or None
        fb_api_key_hint = (fb.get(""api_key"") or """").strip() or None

        if fb_base_url_hint and ""ollama.com"" in fb_base_url_hint.lower() and not fb_api_key_hint:
            fb_api_key_hint = os.getenv(""OLLAMA_API_KEY"") or None

        assert fb_api_key_hint == ""fb-ollama-key""
        assert fb_base_url_hint == ""https://ollama.com/v1""

",""
"Class:tests/hermes_cli/test_ollama_cloud_auth.py:TestLoadDirectAliasesEdgeCases","TestLoadDirectAliasesEdgeCases","tests/hermes_cli/test_ollama_cloud_auth.py",289,421,true,"# ---------------------------------------------------------------------------

class TestLoadDirectAliasesEdgeCases:
    """"""Edge cases for _load_direct_aliases parsing.""""""

    def test_empty_model_aliases_config(self, monkeypatch):
        """"""Empty model_aliases dict returns only builtins (if any).""""""
        mock_config = {""model_aliases"": {}}
        monkeypatch.setattr(
            ""hermes_cli.config.load_config"",
            lambda: mock_config,
        )

        from hermes_cli.model_switch import _load_direct_aliases
        aliases = _load_direct_aliases()
        assert isinstance(aliases, dict)

    def test_model_aliases_not_a_dict(self, monkeypatch):
        """"""Non-dict model_aliases value is gracefully ignored.""""""
        mock_config = {""model_aliases"": ""bad-string-value""}
        monkeypatch.setattr(
            ""hermes_cli.config.load_config"",
            lambda: mock_config,
        )

        from hermes_cli.model_switch import _load_direct_aliases
        aliases = _load_direct_aliases()
        assert isinstance(aliases, dict)

    def test_model_aliases_none_value(self, monkeypatch):
        """"""model_aliases: null in config is handled gracefully.""""""
        mock_config = {""model_aliases"": None}
        monkeypatch.setattr(
            ""hermes_cli.config.load_config"",
            lambda: mock_config,
        )

        from hermes_cli.model_switch import _load_direct_aliases
        aliases = _load_direct_aliases()
        assert isinstance(aliases, dict)

    def test_malformed_entry_without_model_key(self, monkeypatch):
        """"""Entries missing 'model' key are skipped.""""""
        mock_config = {
            ""model_aliases"": {
                ""bad_entry"": {
                    ""provider"": ""custom"",
                    ""base_url"": ""https://example.com/v1"",
                },
                ""good_entry"": {
                    ""model"": ""valid-model"",
                    ""provider"": ""custom"",
                },
            }
        }
        monkeypatch.setattr(
            ""hermes_cli.config.load_config"",
            lambda: mock_config,
        )

        from hermes_cli.model_switch import _load_direct_aliases
        aliases = _load_direct_aliases()
        assert ""bad_entry"" not in aliases
        assert ""good_entry"" in aliases

    def test_malformed_entry_non_dict_value(self, monkeypatch):
        """"""Non-dict entry values are skipped.""""""
        mock_config = {
            ""model_aliases"": {
                ""string_entry"": ""just-a-string"",
                ""none_entry"": None,
                ""list_entry"": [""a"", ""b""],
                ""good"": {""model"": ""real-model"", ""provider"": ""custom""},
            }
        }
        monkeypatch.setattr(
            ""hermes_cli.config.load_config"",
            lambda: mock_config,
        )

        from hermes_cli.model_switch import _load_direct_aliases
        aliases = _load_direct_aliases()
        assert ""string_entry"" not in aliases
        assert ""none_entry"" not in aliases
        assert ""list_entry"" not in aliases
        assert ""good"" in aliases

    def test_load_config_exception_returns_builtins(self, monkeypatch):
        """"""If load_config raises, _load_direct_aliases returns builtins only.""""""
        monkeypatch.setattr(
            ""hermes_cli.config.load_config"",
            lambda: (_ for _ in ()).throw(RuntimeError(""config broken"")),
        )

        from hermes_cli.model_switch import _load_direct_aliases
        aliases = _load_direct_aliases()
        assert isinstance(aliases, dict)

    def test_alias_name_normalized_lowercase(self, monkeypatch):
        """"""Alias names are lowercased and stripped.""""""
        mock_config = {
            ""model_aliases"": {
                ""  MyModel  "": {
                    ""model"": ""my-model:latest"",
                    ""provider"": ""custom"",
                }
            }
        }
        monkeypatch.setattr(
            ""hermes_cli.config.load_config"",
            lambda: mock_config,
        )

        from hermes_cli.model_switch import _load_direct_aliases
        aliases = _load_direct_aliases()
        assert ""mymodel"" in aliases
        assert ""  MyModel  "" not in aliases

    def test_empty_model_string_skipped(self, monkeypatch):
        """"""Entries with empty model string are skipped.""""""
        mock_config = {
            ""model_aliases"": {
                ""empty"": {""model"": """", ""provider"": ""custom""},
                ""good"": {""model"": ""real"", ""provider"": ""custom""},
            }
        }
        monkeypatch.setattr(
            ""hermes_cli.config.load_config"",
            lambda: mock_config,
        )

        from hermes_cli.model_switch import _load_direct_aliases
        aliases = _load_direct_aliases()
        assert ""empty"" not in aliases
        assert ""good"" in aliases

",""
"Class:tests/hermes_cli/test_ollama_cloud_auth.py:TestEnsureDirectAliases","TestEnsureDirectAliases","tests/hermes_cli/test_ollama_cloud_auth.py",428,465,true,"# ---------------------------------------------------------------------------

class TestEnsureDirectAliases:
    """"""_ensure_direct_aliases lazy-loading behavior.""""""

    def test_ensure_populates_on_first_call(self, monkeypatch):
        """"""DIRECT_ALIASES is populated after _ensure_direct_aliases.""""""
        import hermes_cli.model_switch as ms

        mock_config = {
            ""model_aliases"": {
                ""test"": {""model"": ""test-model"", ""provider"": ""custom""},
            }
        }
        monkeypatch.setattr(
            ""hermes_cli.config.load_config"",
            lambda: mock_config,
        )
        monkeypatch.setattr(ms, ""DIRECT_ALIASES"", {})
        ms._ensure_direct_aliases()
        assert ""test"" in ms.DIRECT_ALIASES

    def test_ensure_no_reload_when_populated(self, monkeypatch):
        """"""_ensure_direct_aliases does not reload if already populated.""""""
        import hermes_cli.model_switch as ms
        from hermes_cli.model_switch import DirectAlias

        existing = {""pre"": DirectAlias(""pre-model"", ""custom"", """")}
        monkeypatch.setattr(ms, ""DIRECT_ALIASES"", existing)

        call_count = [0]
        original_load = ms._load_direct_aliases
        def counting_load():
            call_count[0] += 1
            return original_load()
        monkeypatch.setattr(ms, ""_load_direct_aliases"", counting_load)

        ms._ensure_direct_aliases()
        assert call_count[0] == 0
        assert ""pre"" in ms.DIRECT_ALIASES

",""
"Class:tests/hermes_cli/test_ollama_cloud_auth.py:TestResolveAliasEdgeCases","TestResolveAliasEdgeCases","tests/hermes_cli/test_ollama_cloud_auth.py",472,495,true,"# ---------------------------------------------------------------------------

class TestResolveAliasEdgeCases:
    """"""Edge cases for resolve_alias.""""""

    def test_unknown_alias_returns_none(self, monkeypatch):
        """"""Unknown alias not in direct or catalog returns None.""""""
        import hermes_cli.model_switch as ms
        monkeypatch.setattr(ms, ""DIRECT_ALIASES"", {})

        result = ms.resolve_alias(""nonexistent_model_xyz"", ""openrouter"")
        assert result is None

    def test_whitespace_input_handled(self, monkeypatch):
        """"""Input with whitespace is stripped before lookup.""""""
        from hermes_cli.model_switch import DirectAlias
        import hermes_cli.model_switch as ms

        test_aliases = {
            ""myalias"": DirectAlias(""my-model"", ""custom"", ""https://example.com""),
        }
        monkeypatch.setattr(ms, ""DIRECT_ALIASES"", test_aliases)

        result = ms.resolve_alias(""  myalias  "", ""openrouter"")
        assert result is not None
        assert result[1] == ""my-model""

",""
"Class:tests/hermes_cli/test_ollama_cloud_auth.py:TestSwitchModelDirectAliasOverride","TestSwitchModelDirectAliasOverride","tests/hermes_cli/test_ollama_cloud_auth.py",502,556,true,"# ---------------------------------------------------------------------------

class TestSwitchModelDirectAliasOverride:
    """"""switch_model should use base_url from direct alias.""""""

    def test_switch_model_uses_alias_base_url(self, monkeypatch):
        """"""When resolved alias has base_url, switch_model should use it.""""""
        from hermes_cli.model_switch import DirectAlias
        import hermes_cli.model_switch as ms

        test_aliases = {
            ""qwen"": DirectAlias(""qwen3.5:397b"", ""custom"", ""https://ollama.com/v1""),
        }
        monkeypatch.setattr(ms, ""DIRECT_ALIASES"", test_aliases)

        monkeypatch.setattr(ms, ""resolve_alias"",
            lambda raw, prov: (""custom"", ""qwen3.5:397b"", ""qwen""))

        monkeypatch.setattr(
            ""hermes_cli.runtime_provider.resolve_runtime_provider"",
            lambda requested: {""api_key"": """", ""base_url"": """", ""api_mode"": ""openai_compat"", ""provider"": ""custom""},
        )

        monkeypatch.setattr(""hermes_cli.models.validate_requested_model"",
            lambda *a, **kw: {""accepted"": True, ""persist"": True, ""recognized"": True, ""message"": None})
        monkeypatch.setattr(""hermes_cli.models.opencode_model_api_mode"",
            lambda *a, **kw: ""openai_compat"")

        result = ms.switch_model(""qwen"", ""openrouter"", ""old-model"")
        assert result.success
        assert result.base_url == ""https://ollama.com/v1""
        assert result.new_model == ""qwen3.5:397b""

    def test_switch_model_alias_no_api_key_gets_default(self, monkeypatch):
        """"""When alias has base_url but no api_key, 'no-key-required' is set.""""""
        from hermes_cli.model_switch import DirectAlias
        import hermes_cli.model_switch as ms

        test_aliases = {
            ""local"": DirectAlias(""local-model"", ""custom"", ""http://localhost:11434/v1""),
        }
        monkeypatch.setattr(ms, ""DIRECT_ALIASES"", test_aliases)
        monkeypatch.setattr(ms, ""resolve_alias"",
            lambda raw, prov: (""custom"", ""local-model"", ""local""))
        monkeypatch.setattr(
            ""hermes_cli.runtime_provider.resolve_runtime_provider"",
            lambda requested: {""api_key"": """", ""base_url"": """", ""api_mode"": ""openai_compat"", ""provider"": ""custom""},
        )
        monkeypatch.setattr(""hermes_cli.models.validate_requested_model"",
            lambda *a, **kw: {""accepted"": True, ""persist"": True, ""recognized"": True, ""message"": None})
        monkeypatch.setattr(""hermes_cli.models.opencode_model_api_mode"",
            lambda *a, **kw: ""openai_compat"")

        result = ms.switch_model(""local"", ""openrouter"", ""old-model"")
        assert result.success
        assert result.api_key == ""no-key-required""
        assert result.base_url == ""http://localhost:11434/v1""

",""
"Class:tests/hermes_cli/test_ollama_cloud_auth.py:TestCLIStateUpdate","TestCLIStateUpdate","tests/hermes_cli/test_ollama_cloud_auth.py",563,596,true,"# ---------------------------------------------------------------------------

class TestCLIStateUpdate:
    """"""CLI /model handler should update requested_provider and explicit fields.""""""

    def test_model_switch_result_has_provider_label(self):
        """"""ModelSwitchResult supports provider_label for display.""""""
        from hermes_cli.model_switch import ModelSwitchResult

        result = ModelSwitchResult(
            success=True,
            new_model=""qwen3.5:397b"",
            target_provider=""custom"",
            provider_changed=True,
            api_key=""key"",
            base_url=""https://ollama.com/v1"",
            api_mode=""openai_compat"",
            provider_label=""Ollama Cloud"",
        )
        assert result.provider_label == ""Ollama Cloud""

    def test_model_switch_result_defaults(self):
        """"""ModelSwitchResult has sensible defaults.""""""
        from hermes_cli.model_switch import ModelSwitchResult

        result = ModelSwitchResult(
            success=False,
            new_model="""",
            target_provider="""",
            provider_changed=False,
            error_message=""Something failed"",
        )
        assert not result.success
        assert result.error_message == ""Something failed""
        assert result.api_key is None or result.api_key == """"
        assert result.base_url is None or result.base_url == """"

",""
"Class:tests/hermes_cli/test_ollama_cloud_auth.py:TestFallbackEdgeCases","TestFallbackEdgeCases","tests/hermes_cli/test_ollama_cloud_auth.py",603,656,true,"# ---------------------------------------------------------------------------

class TestFallbackEdgeCases:
    """"""Edge cases for fallback OLLAMA_API_KEY logic.""""""

    def test_ollama_key_not_injected_for_localhost(self, monkeypatch):
        """"""OLLAMA_API_KEY should not be injected for localhost URLs.""""""
        monkeypatch.setenv(""OLLAMA_API_KEY"", ""should-not-use"")

        fb = {
            ""provider"": ""custom"",
            ""model"": ""local-model"",
            ""base_url"": ""http://localhost:11434/v1"",
        }

        fb_base_url_hint = (fb.get(""base_url"") or """").strip() or None
        fb_api_key_hint = (fb.get(""api_key"") or """").strip() or None

        if fb_base_url_hint and ""ollama.com"" in fb_base_url_hint.lower() and not fb_api_key_hint:
            fb_api_key_hint = os.getenv(""OLLAMA_API_KEY"") or None

        assert fb_api_key_hint is None

    def test_explicit_api_key_not_overridden_by_ollama_key(self, monkeypatch):
        """"""Explicit api_key in fallback config is not overridden by OLLAMA_API_KEY.""""""
        monkeypatch.setenv(""OLLAMA_API_KEY"", ""env-key"")

        fb = {
            ""provider"": ""custom"",
            ""model"": ""qwen3.5:397b"",
            ""base_url"": ""https://ollama.com/v1"",
            ""api_key"": ""explicit-key"",
        }

        fb_base_url_hint = (fb.get(""base_url"") or """").strip() or None
        fb_api_key_hint = (fb.get(""api_key"") or """").strip() or None

        if fb_base_url_hint and ""ollama.com"" in fb_base_url_hint.lower() and not fb_api_key_hint:
            fb_api_key_hint = os.getenv(""OLLAMA_API_KEY"") or None

        assert fb_api_key_hint == ""explicit-key""

    def test_no_base_url_in_fallback(self, monkeypatch):
        """"""Fallback with no base_url doesn't crash.""""""
        monkeypatch.setenv(""OLLAMA_API_KEY"", ""some-key"")

        fb = {""provider"": ""openrouter"", ""model"": ""some-model""}

        fb_base_url_hint = (fb.get(""base_url"") or """").strip() or None
        fb_api_key_hint = (fb.get(""api_key"") or """").strip() or None

        if fb_base_url_hint and ""ollama.com"" in fb_base_url_hint.lower() and not fb_api_key_hint:
            fb_api_key_hint = os.getenv(""OLLAMA_API_KEY"") or None

        assert fb_base_url_hint is None
        assert fb_api_key_hint is None
",""
"Class:tests/hermes_cli/test_models.py:TestModelIds","TestModelIds","tests/hermes_cli/test_models.py",14,32,true,"

class TestModelIds:
    def test_returns_non_empty_list(self):
        ids = model_ids()
        assert isinstance(ids, list)
        assert len(ids) > 0

    def test_ids_match_models_list(self):
        ids = model_ids()
        expected = [mid for mid, _ in OPENROUTER_MODELS]
        assert ids == expected

    def test_all_ids_contain_provider_slash(self):
        """"""Model IDs should follow the provider/model format.""""""
        for mid in model_ids():
            assert ""/"" in mid, f""Model ID '{mid}' missing provider/ prefix""

    def test_no_duplicate_ids(self):
        ids = model_ids()
        assert len(ids) == len(set(ids)), ""Duplicate model IDs found""

",""
"Class:tests/hermes_cli/test_models.py:TestMenuLabels","TestMenuLabels","tests/hermes_cli/test_models.py",35,51,true,"

class TestMenuLabels:
    def test_same_length_as_model_ids(self):
        assert len(menu_labels()) == len(model_ids())

    def test_first_label_marked_recommended(self):
        labels = menu_labels()
        assert ""recommended"" in labels[0].lower()

    def test_each_label_contains_its_model_id(self):
        for label, mid in zip(menu_labels(), model_ids()):
            assert mid in label, f""Label '{label}' doesn't contain model ID '{mid}'""

    def test_non_recommended_labels_have_no_tag(self):
        """"""Only the first model should have (recommended).""""""
        labels = menu_labels()
        for label in labels[1:]:
            assert ""recommended"" not in label.lower(), f""Unexpected 'recommended' in '{label}'""

",""
"Class:tests/hermes_cli/test_models.py:TestOpenRouterModels","TestOpenRouterModels","tests/hermes_cli/test_models.py",54,64,true,"

class TestOpenRouterModels:
    def test_structure_is_list_of_tuples(self):
        for entry in OPENROUTER_MODELS:
            assert isinstance(entry, tuple) and len(entry) == 2
            mid, desc = entry
            assert isinstance(mid, str) and len(mid) > 0
            assert isinstance(desc, str)

    def test_at_least_5_models(self):
        """"""Sanity check that the models list hasn't been accidentally truncated.""""""
        assert len(OPENROUTER_MODELS) >= 5

",""
