id,label,heuristicLabel,keywords,description,enrichedBy,cohesion,symbolCount
"comm_1050","Gateway","Gateway",[],"","heuristic",0.46153846153846156,7
"comm_1056","Gateway","Gateway",[],"","heuristic",0.5217391304347826,7
"comm_1071","Cron","Cron",[],"","heuristic",0.8421052631578947,7
"comm_1097","Agent","Agent",[],"","heuristic",0.3870967741935484,7
"comm_1135","Platforms","Platforms",[],"","heuristic",0.631578947368421,7
"comm_1170","Supermemory","Supermemory",[],"","heuristic",0.8235294117647058,7
"comm_1189","Honcho","Honcho",[],"","heuristic",0.5925925925925926,7
"comm_1208","Scripts","Scripts",[],"","heuristic",0.7272727272727273,7
"comm_1209","Scripts","Scripts",[],"","heuristic",0.6896551724137931,7
"comm_1213","Scripts","Scripts",[],"","heuristic",0.5217391304347826,7
"comm_1220","Scripts","Scripts",[],"","heuristic",0.5128205128205128,7
"comm_1222","Scripts","Scripts",[],"","heuristic",0.5185185185185185,7
"comm_2","Hermes_cli","Hermes_cli",[],"","heuristic",0.47619047619047616,6
"comm_3","Tests","Tests",[],"","heuristic",0.4375,6
"comm_31","Run_agent","Run_agent",[],"","heuristic",0.8421052631578947,6
"comm_45","Agent","Agent",[],"","heuristic",0.6666666666666666,6
"comm_53","Hermes_cli","Hermes_cli",[],"","heuristic",0.35714285714285715,6
"comm_73","Hermes_cli","Hermes_cli",[],"","heuristic",0.5,6
"comm_78","Agent","Agent",[],"","heuristic",0.5263157894736842,6
"comm_84","Tools","Tools",[],"","heuristic",0.3870967741935484,6
"comm_88","Hermes_cli","Hermes_cli",[],"","heuristic",0.3448275862068966,6
"comm_91","Cluster_91","Cluster_91",[],"","heuristic",0.7777777777777778,6
"comm_97","Tests","Tests",[],"","heuristic",0.6666666666666666,6
"comm_121","Cli","Cli",[],"","heuristic",0.75,6
"comm_122","Tools","Tools",[],"","heuristic",0.631578947368421,6
"comm_131","Cli","Cli",[],"","heuristic",0.5833333333333334,6
"comm_132","Agent","Agent",[],"","heuristic",0.4,6
"comm_135","Cli","Cli",[],"","heuristic",0.7777777777777778,6
"comm_152","Hermes_cli","Hermes_cli",[],"","heuristic",0.46153846153846156,6
"comm_154","Gateway","Gateway",[],"","heuristic",0.37037037037037035,6
"comm_157","Agent","Agent",[],"","heuristic",0.6,6
"comm_173","Cli","Cli",[],"","heuristic",0.8235294117647058,6
"comm_179","Tools","Tools",[],"","heuristic",0.7619047619047619,6
"comm_201","Tools","Tools",[],"","heuristic",0.46153846153846156,6
"comm_215","Tools","Tools",[],"","heuristic",0.5333333333333333,6
"comm_227","Tools","Tools",[],"","heuristic",0.5882352941176471,6
"comm_244","Tools","Tools",[],"","heuristic",0.631578947368421,6
"comm_248","Tools","Tools",[],"","heuristic",0.5714285714285714,6
"comm_268","Tools","Tools",[],"","heuristic",0.4166666666666667,6
"comm_284","Tools","Tools",[],"","heuristic",0.625,6
"comm_304","Tools","Tools",[],"","heuristic",0.46153846153846156,6
"comm_309","Scripts","Scripts",[],"","heuristic",0.6666666666666666,6
"comm_317","Tools","Tools",[],"","heuristic",0.8,6
"comm_387","Tools","Tools",[],"","heuristic",0.5555555555555556,6
"comm_395","Tools","Tools",[],"","heuristic",0.5882352941176471,6
"comm_397","Environments","Environments",[],"","heuristic",0.6086956521739131,6
"comm_403","Tools","Tools",[],"","heuristic",0.4827586206896552,6
"comm_404","Tools","Tools",[],"","heuristic",0.7,6
"comm_406","Tools","Tools",[],"","heuristic",0.32432432432432434,6
"comm_413","Tools","Tools",[],"","heuristic",0.375,6
"comm_415","Tools","Tools",[],"","heuristic",0.375,6
"comm_428","Tools","Tools",[],"","heuristic",0.5714285714285714,6
"comm_433","Integration","Integration",[],"","heuristic",0.2,6
"comm_438","Agent","Agent",[],"","heuristic",0.5882352941176471,6
"comm_442","Orchestrator","Orchestrator",[],"","heuristic",0.5263157894736842,6
"comm_443","Orchestrator","Orchestrator",[],"","heuristic",0.5,6
"comm_448","Orchestrator","Orchestrator",[],"","heuristic",0.5517241379310345,6
"comm_451","Orchestrator","Orchestrator",[],"","heuristic",0.6086956521739131,6
"comm_479","Hermes_cli","Hermes_cli",[],"","heuristic",0.29411764705882354,6
"comm_485","Hermes_cli","Hermes_cli",[],"","heuristic",0.37037037037037035,6
"comm_511","Hermes_cli","Hermes_cli",[],"","heuristic",0.43478260869565216,6
"comm_513","Hermes_cli","Hermes_cli",[],"","heuristic",0.5,6
"comm_528","Gateway","Gateway",[],"","heuristic",0.5217391304347826,6
"comm_557","Hermes_cli","Hermes_cli",[],"","heuristic",0.8333333333333334,6
"comm_618","Gateway","Gateway",[],"","heuristic",0.5714285714285714,6
"comm_635","Gateway","Gateway",[],"","heuristic",0.30303030303030304,6
"comm_651","Gateway","Gateway",[],"","heuristic",0.5517241379310345,6
"comm_665","Environments","Environments",[],"","heuristic",0.8,6
"comm_666","Environments","Environments",[],"","heuristic",0.48,6
"comm_700","Agent","Agent",[],"","heuristic",0.5882352941176471,6
"comm_738","Agent","Agent",[],"","heuristic",0.5555555555555556,6
"comm_753","Acp","Acp",[],"","heuristic",0.45454545454545453,6
"comm_754","Acp","Acp",[],"","heuristic",0.37037037037037035,6
"comm_763","Tools","Tools",[],"","heuristic",0.7272727272727273,6
"comm_765","Environments","Environments",[],"","heuristic",0.625,6
"comm_779","Tools","Tools",[],"","heuristic",0.625,6
"comm_783","Browser_providers","Browser_providers",[],"","heuristic",0.7058823529411765,6
"comm_787","Scripts","Scripts",[],"","heuristic",0.4,6
"comm_791","Skills","Skills",[],"","heuristic",0.5263157894736842,6
"comm_795","Skills","Skills",[],"","heuristic",0.8235294117647058,6
"comm_798","Run_agent","Run_agent",[],"","heuristic",0.4,6
"comm_835","Plugins","Plugins",[],"","heuristic",0.6206896551724138,6
"comm_869","Integration","Integration",[],"","heuristic",0.4827586206896552,6
"comm_886","Hermes_cli","Hermes_cli",[],"","heuristic",0.6666666666666666,6
"comm_891","Hermes_cli","Hermes_cli",[],"","heuristic",0.4166666666666667,6
"comm_892","Hermes_cli","Hermes_cli",[],"","heuristic",0.45454545454545453,6
"comm_899","E2e","E2e",[],"","heuristic",0.21621621621621623,6
"comm_903","Gateway","Gateway",[],"","heuristic",0.5925925925925926,6
"comm_929","Gateway","Gateway",[],"","heuristic",0.48,6
"comm_930","Gateway","Gateway",[],"","heuristic",0.5161290322580645,6
"comm_947","Gateway","Gateway",[],"","heuristic",0.5882352941176471,6
"comm_949","Gateway","Gateway",[],"","heuristic",0.5882352941176471,6
"comm_950","Gateway","Gateway",[],"","heuristic",0.6666666666666666,6
"comm_951","Gateway","Gateway",[],"","heuristic",0.6666666666666666,6
"comm_959","Platforms","Platforms",[],"","heuristic",0.5,6
"comm_962","Platforms","Platforms",[],"","heuristic",0.5,6
"comm_970","Gateway","Gateway",[],"","heuristic",0.2127659574468085,6
"comm_973","Gateway","Gateway",[],"","heuristic",0.5555555555555556,6
"comm_983","Gateway","Gateway",[],"","heuristic",0.6285714285714286,6
"comm_1021","Gateway","Gateway",[],"","heuristic",0.5555555555555556,6
"comm_1022","Gateway","Gateway",[],"","heuristic",0.5555555555555556,6
"comm_1033","Platforms","Platforms",[],"","heuristic",0.625,6
"comm_1037","Gateway","Gateway",[],"","heuristic",0.5555555555555556,6
"comm_1049","Gateway","Gateway",[],"","heuristic",0.5882352941176471,6
"comm_1058","Gateway","Gateway",[],"","heuristic",0.3125,6
"comm_1113","Platforms","Platforms",[],"","heuristic",0.5384615384615384,6
"comm_1118","Platforms","Platforms",[],"","heuristic",0.8235294117647058,6
"comm_1160","Platforms","Platforms",[],"","heuristic",0.45454545454545453,6
"comm_1172","Memory","Memory",[],"","heuristic",0.4,6
"comm_1173","Memory","Memory",[],"","heuristic",0.4,6
"comm_1178","Hindsight","Hindsight",[],"","heuristic",0.875,6
"comm_1180","Memory","Memory",[],"","heuristic",0.7368421052631579,6
"comm_1183","Supermemory","Supermemory",[],"","heuristic",0.6666666666666666,6
"comm_1197","Holographic","Holographic",[],"","heuristic",0.5454545454545454,6
"comm_1221","Scripts","Scripts",[],"","heuristic",0.42105263157894735,6
"comm_1228","Scripts","Scripts",[],"","heuristic",0.6153846153846154,6
"comm_1229","Scripts","Scripts",[],"","heuristic",0.6363636363636364,6
"comm_1238","Cluster_1238","Cluster_1238",[],"","heuristic",0.9333333333333333,6
"comm_1","Hermes_cli","Hermes_cli",[],"","heuristic",0.38095238095238093,5
"comm_6","Tests","Tests",[],"","heuristic",0.6666666666666666,5
"comm_15","Hermes_cli","Hermes_cli",[],"","heuristic",0.5263157894736842,5
"comm_16","Tests","Tests",[],"","heuristic",0.42105263157894735,5
"comm_18","Cluster_18","Cluster_18",[],"","heuristic",0.6153846153846154,5
"comm_19","Run_agent","Run_agent",[],"","heuristic",0.5714285714285714,5
"comm_25","Tools","Tools",[],"","heuristic",0.2,5
"comm_26","Run_agent","Run_agent",[],"","heuristic",0.8333333333333334,5
"comm_70","Run_agent","Run_agent",[],"","heuristic",0.42105263157894735,5
"comm_71","Cluster_71","Cluster_71",[],"","heuristic",0.7692307692307693,5
"comm_80","Tools","Tools",[],"","heuristic",0.7142857142857143,5
"comm_81","Tools","Tools",[],"","heuristic",0.8,5
"comm_92","Cluster_92","Cluster_92",[],"","heuristic",0.4444444444444444,5
"comm_106","Tests","Tests",[],"","heuristic",0.5714285714285714,5
"comm_110","Tests","Tests",[],"","heuristic",0.42105263157894735,5
"comm_112","Tests","Tests",[],"","heuristic",0.47058823529411764,5
"comm_115","Tests","Tests",[],"","heuristic",0.36363636363636365,5
"comm_118","Agent","Agent",[],"","heuristic",0.4,5
"comm_123","Agent","Agent",[],"","heuristic",0.47058823529411764,5
"comm_127","Cli","Cli",[],"","heuristic",0.42105263157894735,5
"comm_140","Cli","Cli",[],"","heuristic",0.38095238095238093,5
"comm_143","Tools","Tools",[],"","heuristic",0.38095238095238093,5
"comm_145","Hermes_cli","Hermes_cli",[],"","heuristic",0.5714285714285714,5
"comm_169","Tools","Tools",[],"","heuristic",0.5,5
"comm_184","Tools","Tools",[],"","heuristic",0.2962962962962963,5
"comm_185","Tools","Tools",[],"","heuristic",0.38095238095238093,5
"comm_188","Tools","Tools",[],"","heuristic",0.43478260869565216,5
"comm_191","Tools","Tools",[],"","heuristic",0.38461538461538464,5
"comm_199","Tools","Tools",[],"","heuristic",0.36363636363636365,5
"comm_200","Agent","Agent",[],"","heuristic",0.36363636363636365,5
"comm_208","Gateway","Gateway",[],"","heuristic",0.5333333333333333,5
"comm_221","Tools","Tools",[],"","heuristic",0.5185185185185185,5
"comm_228","Acp_adapter","Acp_adapter",[],"","heuristic",0.5714285714285714,5
"comm_231","Tools","Tools",[],"","heuristic",0.5333333333333333,5
"comm_256","Tools","Tools",[],"","heuristic",0.5263157894736842,5
"comm_269","Tools","Tools",[],"","heuristic",0.5714285714285714,5
"comm_273","Tools","Tools",[],"","heuristic",0.36363636363636365,5
"comm_287","Hermes_cli","Hermes_cli",[],"","heuristic",0.5714285714285714,5
"comm_293","Tools","Tools",[],"","heuristic",0.38095238095238093,5
"comm_300","Gateway","Gateway",[],"","heuristic",0.36363636363636365,5
"comm_301","Tools","Tools",[],"","heuristic",0.4444444444444444,5
"comm_319","Tools","Tools",[],"","heuristic",0.3076923076923077,5
"comm_321","Tools","Tools",[],"","heuristic",0.5333333333333333,5
"comm_333","Tools","Tools",[],"","heuristic",0.41379310344827586,5
"comm_339","Tools","Tools",[],"","heuristic",0.4,5
"comm_346","Tools","Tools",[],"","heuristic",0.5333333333333333,5
"comm_365","Tools","Tools",[],"","heuristic",0.47058823529411764,5
"comm_367","Tools","Tools",[],"","heuristic",0.5714285714285714,5
"comm_375","Tools","Tools",[],"","heuristic",0.8,5
"comm_380","Tools","Tools",[],"","heuristic",0.47058823529411764,5
"comm_385","Tools","Tools",[],"","heuristic",0.42105263157894735,5
"comm_409","Tools","Tools",[],"","heuristic",0.4,5
"comm_410","Tools","Tools",[],"","heuristic",0.7058823529411765,5
"comm_430","Agent","Agent",[],"","heuristic",0.5333333333333333,5
"comm_437","Tests","Tests",[],"","heuristic",0.8,5
"comm_439","Tests","Tests",[],"","heuristic",0.6666666666666666,5
"comm_470","Hermes_cli","Hermes_cli",[],"","heuristic",0.7142857142857143,5
"comm_474","Hermes_cli","Hermes_cli",[],"","heuristic",0.5384615384615384,5
"comm_476","Hermes_cli","Hermes_cli",[],"","heuristic",0.4666666666666667,5
"comm_486","Hermes_cli","Hermes_cli",[],"","heuristic",0.2962962962962963,5
"comm_490","Hermes_cli","Hermes_cli",[],"","heuristic",0.5333333333333333,5
"comm_494","Hermes_cli","Hermes_cli",[],"","heuristic",0.6666666666666666,5
"comm_503","Hermes_cli","Hermes_cli",[],"","heuristic",0.38095238095238093,5
"comm_510","Hermes_cli","Hermes_cli",[],"","heuristic",0.8333333333333334,5
"comm_525","Hermes_cli","Hermes_cli",[],"","heuristic",0.5714285714285714,5
"comm_531","Hermes_cli","Hermes_cli",[],"","heuristic",0.5,5
"comm_532","Gateway","Gateway",[],"","heuristic",0.3333333333333333,5
"comm_533","Acp_adapter","Acp_adapter",[],"","heuristic",0.5333333333333333,5
"comm_534","Hermes_cli","Hermes_cli",[],"","heuristic",0.4,5
"comm_539","Hermes_cli","Hermes_cli",[],"","heuristic",0.5882352941176471,5
"comm_540","Hermes_cli","Hermes_cli",[],"","heuristic",0.42105263157894735,5
"comm_544","Cli","Cli",[],"","heuristic",0.5882352941176471,5
"comm_551","Hermes_cli","Hermes_cli",[],"","heuristic",0.47058823529411764,5
"comm_552","Hermes_cli","Hermes_cli",[],"","heuristic",0.5333333333333333,5
"comm_554","Hermes_cli","Hermes_cli",[],"","heuristic",0.6666666666666666,5
"comm_558","Hermes_cli","Hermes_cli",[],"","heuristic",0.34782608695652173,5
"comm_564","Hermes_cli","Hermes_cli",[],"","heuristic",0.36363636363636365,5
"comm_565","Hermes_cli","Hermes_cli",[],"","heuristic",0.5217391304347826,5
"comm_567","Hermes_cli","Hermes_cli",[],"","heuristic",0.45454545454545453,5
"comm_578","Hermes_cli","Hermes_cli",[],"","heuristic",0.5263157894736842,5
"comm_593","Gateway","Gateway",[],"","heuristic",0.43478260869565216,5
"comm_594","Gateway","Gateway",[],"","heuristic",0.4,5
"comm_605","Gateway","Gateway",[],"","heuristic",0.5555555555555556,5
"comm_612","Gateway","Gateway",[],"","heuristic",0.5,5
"comm_620","Gateway","Gateway",[],"","heuristic",0.47619047619047616,5
"comm_630","Gateway","Gateway",[],"","heuristic",0.47058823529411764,5
"comm_633","Gateway","Gateway",[],"","heuristic",0.4444444444444444,5
"comm_642","Gateway","Gateway",[],"","heuristic",0.42105263157894735,5
"comm_657","Gateway","Gateway",[],"","heuristic",0.3870967741935484,5
"comm_659","Gateway","Gateway",[],"","heuristic",0.6666666666666666,5
"comm_662","Environments","Environments",[],"","heuristic",0.8,5
"comm_676","Agent","Agent",[],"","heuristic",0.6,5
"comm_681","Agent","Agent",[],"","heuristic",0.7692307692307693,5
"comm_694","Agent","Agent",[],"","heuristic",0.5333333333333333,5
"comm_696","Agent","Agent",[],"","heuristic",0.5263157894736842,5
"comm_705","Agent","Agent",[],"","heuristic",0.5714285714285714,5
"comm_709","Agent","Agent",[],"","heuristic",0.5,5
"comm_718","Agent","Agent",[],"","heuristic",0.631578947368421,5
"comm_719","Agent","Agent",[],"","heuristic",0.5882352941176471,5
"comm_729","Agent","Agent",[],"","heuristic",0.5555555555555556,5
"comm_741","Agent","Agent",[],"","heuristic",0.5714285714285714,5
"comm_747","Acp_adapter","Acp_adapter",[],"","heuristic",0.8,5
"comm_748","Acp_adapter","Acp_adapter",[],"","heuristic",0.37037037037037035,5
"comm_759","Acp","Acp",[],"","heuristic",0.4444444444444444,5
"comm_766","Environments","Environments",[],"","heuristic",0.8,5
"comm_771","Environments","Environments",[],"","heuristic",0.42105263157894735,5
"comm_777","Environments","Environments",[],"","heuristic",0.4,5
"comm_780","Browser_providers","Browser_providers",[],"","heuristic",0.9230769230769231,5
"comm_785","Skills","Skills",[],"","heuristic",0.9230769230769231,5
"comm_799","Run_agent","Run_agent",[],"","heuristic",0.38095238095238093,5
"comm_800","Run_agent","Run_agent",[],"","heuristic",0.6666666666666666,5
"comm_811","Run_agent","Run_agent",[],"","heuristic",0.4,5
"comm_822","Run_agent","Run_agent",[],"","heuristic",1,5
"comm_826","Run_agent","Run_agent",[],"","heuristic",1,5
"comm_844","Tools","Tools",[],"","heuristic",0.5,5
"comm_845","Tools","Tools",[],"","heuristic",0.5,5
"comm_858","Tools","Tools",[],"","heuristic",0.42105263157894735,5
"comm_879","Honcho","Honcho",[],"","heuristic",0.5333333333333333,5
"comm_889","Hermes_cli","Hermes_cli",[],"","heuristic",0.5,5
"comm_894","Hermes_cli","Hermes_cli",[],"","heuristic",0.6666666666666666,5
"comm_896","Hermes_cli","Hermes_cli",[],"","heuristic",1,5
"comm_906","Gateway","Gateway",[],"","heuristic",0.8,5
"comm_907","Platforms","Platforms",[],"","heuristic",0.4,5
"comm_920","Gateway","Gateway",[],"","heuristic",0.36363636363636365,5
"comm_926","Platforms","Platforms",[],"","heuristic",0.36363636363636365,5
"comm_927","Gateway","Gateway",[],"","heuristic",0.5,5
"comm_932","Platforms","Platforms",[],"","heuristic",0.42105263157894735,5
"comm_933","Gateway","Gateway",[],"","heuristic",0.5,5
"comm_934","Gateway","Gateway",[],"","heuristic",0.5714285714285714,5
"comm_935","Gateway","Gateway",[],"","heuristic",0.5333333333333333,5
"comm_936","Gateway","Gateway",[],"","heuristic",0.5555555555555556,5
"comm_937","Gateway","Gateway",[],"","heuristic",0.5263157894736842,5
"comm_941","Platforms","Platforms",[],"","heuristic",0.41379310344827586,5
"comm_945","Gateway","Gateway",[],"","heuristic",1,5
"comm_975","Gateway","Gateway",[],"","heuristic",0.36363636363636365,5
"comm_991","Gateway","Gateway",[],"","heuristic",0.5333333333333333,5
"comm_993","Gateway","Gateway",[],"","heuristic",0.5454545454545454,5
"comm_997","Gateway","Gateway",[],"","heuristic",0.75,5
"comm_1019","Gateway","Gateway",[],"","heuristic",0.6153846153846154,5
"comm_1025","Gateway","Gateway",[],"","heuristic",0.6666666666666666,5
"comm_1059","Gateway","Gateway",[],"","heuristic",0.26666666666666666,5
"comm_1060","Gateway","Gateway",[],"","heuristic",0.26666666666666666,5
"comm_1062","Gateway","Gateway",[],"","heuristic",0.6666666666666666,5
"comm_1064","Gateway","Gateway",[],"","heuristic",0.47058823529411764,5
"comm_1066","Platforms","Platforms",[],"","heuristic",0.3333333333333333,5
"comm_1067","Gateway","Gateway",[],"","heuristic",0.25806451612903225,5
"comm_1081","Cli","Cli",[],"","heuristic",0.6666666666666666,5
"comm_1086","Cli","Cli",[],"","heuristic",0.6666666666666666,5
"comm_1088","Cli","Cli",[],"","heuristic",0.5333333333333333,5
"comm_1089","Cli","Cli",[],"","heuristic",0.4444444444444444,5
"comm_1102","Honcho","Honcho",[],"","heuristic",0.7142857142857143,5
"comm_1103","Agent","Agent",[],"","heuristic",0.8,5
"comm_1104","Agent","Agent",[],"","heuristic",0.6153846153846154,5
"comm_1105","Agent","Agent",[],"","heuristic",0.6666666666666666,5
"comm_1107","Acp","Acp",[],"","heuristic",0.47058823529411764,5
"comm_1110","Platforms","Platforms",[],"","heuristic",0.36363636363636365,5
"comm_1127","Platforms","Platforms",[],"","heuristic",0.5714285714285714,5
"comm_1132","Platforms","Platforms",[],"","heuristic",0.5263157894736842,5
"comm_1133","Platforms","Platforms",[],"","heuristic",0.6363636363636364,5
"comm_1138","Platforms","Platforms",[],"","heuristic",0.6666666666666666,5
"comm_1142","Platforms","Platforms",[],"","heuristic",0.625,5
"comm_1144","Platforms","Platforms",[],"","heuristic",0.5263157894736842,5
"comm_1151","Platforms","Platforms",[],"","heuristic",0.5555555555555556,5
"comm_1154","Platforms","Platforms",[],"","heuristic",0.5,5
"comm_1157","Platforms","Platforms",[],"","heuristic",0.42105263157894735,5
"comm_1162","Platforms","Platforms",[],"","heuristic",0.42105263157894735,5
"comm_1163","Platforms","Platforms",[],"","heuristic",0.4444444444444444,5
"comm_1167","Memory","Memory",[],"","heuristic",0.34782608695652173,5
"comm_1171","Supermemory","Supermemory",[],"","heuristic",1,5
"comm_1175","Mem0","Mem0",[],"","heuristic",0.5333333333333333,5
"comm_1176","Mem0","Mem0",[],"","heuristic",0.5333333333333333,5
"comm_1177","Memory","Memory",[],"","heuristic",0.6666666666666666,5
"comm_1182","Supermemory","Supermemory",[],"","heuristic",0.5,5
"comm_1190","Honcho","Honcho",[],"","heuristic",0.5333333333333333,5
"comm_0","Hermes_cli","Hermes_cli",[],"","heuristic",0.46153846153846156,4
"comm_7","Tests","Tests",[],"","heuristic",0.4,4
"comm_8","Tools","Tools",[],"","heuristic",0.6666666666666666,4
"comm_9","Tests","Tests",[],"","heuristic",0.42857142857142855,4
"comm_10","Tests","Tests",[],"","heuristic",0.5454545454545454,4
"comm_11","Tests","Tests",[],"","heuristic",0.46153846153846156,4
"comm_12","Tests","Tests",[],"","heuristic",0.5454545454545454,4
"comm_23","Hermes_cli","Hermes_cli",[],"","heuristic",0.3,4
"comm_48","Run_agent","Run_agent",[],"","heuristic",0.46153846153846156,4
"comm_57","Run_agent","Run_agent",[],"","heuristic",0.6,4
"comm_60","Cluster_60","Cluster_60",[],"","heuristic",0.4,4
"comm_67","Run_agent","Run_agent",[],"","heuristic",0.5454545454545454,4
"comm_87","Tools","Tools",[],"","heuristic",0.35294117647058826,4
"comm_102","Tests","Tests",[],"","heuristic",0.24,4
"comm_120","Tools","Tools",[],"","heuristic",0.17142857142857143,4
"comm_124","Cluster_124","Cluster_124",[],"","heuristic",0.32,4
"comm_129","Cluster_129","Cluster_129",[],"","heuristic",0.35294117647058826,4
"comm_130","Cluster_130","Cluster_130",[],"","heuristic",0.2857142857142857,4
"comm_142","Cluster_142","Cluster_142",[],"","heuristic",0.42857142857142855,4
"comm_158","Tools","Tools",[],"","heuristic",0.2857142857142857,4
"comm_167","Tools","Tools",[],"","heuristic",0.42857142857142855,4
"comm_186","Tools","Tools",[],"","heuristic",0.23076923076923078,4
"comm_187","Tools","Tools",[],"","heuristic",0.6666666666666666,4
"comm_189","Tools","Tools",[],"","heuristic",0.5454545454545454,4
"comm_190","Tools","Tools",[],"","heuristic",0.2857142857142857,4
"comm_192","Tools","Tools",[],"","heuristic",0.6,4
"comm_198","Tools","Tools",[],"","heuristic",0.2857142857142857,4
"comm_206","Tools","Tools",[],"","heuristic",0.375,4
"comm_209","Tools","Tools",[],"","heuristic",0.75,4
"comm_216","Tools","Tools",[],"","heuristic",0.42857142857142855,4
"comm_222","Tools","Tools",[],"","heuristic",0.6,4
"comm_224","Tools","Tools",[],"","heuristic",0.46153846153846156,4
"comm_230","Tools","Tools",[],"","heuristic",0.42857142857142855,4
"comm_251","Tools","Tools",[],"","heuristic",0.6153846153846154,4
"comm_257","Tools","Tools",[],"","heuristic",0.4444444444444444,4
"comm_258","Tools","Tools",[],"","heuristic",0.75,4
"comm_264","Tools","Tools",[],"","heuristic",0.4,4
"comm_266","Tools","Tools",[],"","heuristic",0.47058823529411764,4
"comm_274","Tools","Tools",[],"","heuristic",0.2857142857142857,4
"comm_294","Tools","Tools",[],"","heuristic",0.5,4
"comm_298","Tools","Tools",[],"","heuristic",0.5,4
"comm_307","Tools","Tools",[],"","heuristic",0.5333333333333333,4
"comm_312","Tools","Tools",[],"","heuristic",0.5,4
"comm_313","Tools","Tools",[],"","heuristic",0.4444444444444444,4
"comm_318","Tools","Tools",[],"","heuristic",0.5,4
"comm_320","Tools","Tools",[],"","heuristic",0.6,4
"comm_322","Tools","Tools",[],"","heuristic",0.3157894736842105,4
"comm_323","Tools","Tools",[],"","heuristic",0.375,4
"comm_324","Tools","Tools",[],"","heuristic",0.46153846153846156,4
"comm_326","Tools","Tools",[],"","heuristic",0.3333333333333333,4
"comm_332","Tools","Tools",[],"","heuristic",0.5333333333333333,4
"comm_335","Tools","Tools",[],"","heuristic",0.4,4
"comm_338","Tools","Tools",[],"","heuristic",0.35294117647058826,4
"comm_340","Tools","Tools",[],"","heuristic",0.375,4
"comm_341","Tools","Tools",[],"","heuristic",0.42857142857142855,4
"comm_342","Tools","Tools",[],"","heuristic",0.6666666666666666,4
"comm_343","Tools","Tools",[],"","heuristic",0.42857142857142855,4
"comm_344","Tools","Tools",[],"","heuristic",0.4,4
"comm_351","Tools","Tools",[],"","heuristic",0.8888888888888888,4
"comm_352","Tools","Tools",[],"","heuristic",0.75,4
"comm_357","Tools","Tools",[],"","heuristic",0.5,4
"comm_358","Tools","Tools",[],"","heuristic",0.5454545454545454,4
"comm_359","Tools","Tools",[],"","heuristic",0.46153846153846156,4
"comm_361","Tools","Tools",[],"","heuristic",0.8571428571428571,4
"comm_364","Tools","Tools",[],"","heuristic",0.3157894736842105,4
"comm_366","Tools","Tools",[],"","heuristic",0.5454545454545454,4
"comm_368","Tools","Tools",[],"","heuristic",0.2857142857142857,4
"comm_372","Tools","Tools",[],"","heuristic",0.7272727272727273,4
"comm_373","Tools","Tools",[],"","heuristic",0.6666666666666666,4
"comm_377","Tools","Tools",[],"","heuristic",0.5,4
"comm_378","Tools","Tools",[],"","heuristic",0.6153846153846154,4
"comm_400","Tools","Tools",[],"","heuristic",0.375,4
"comm_408","Tools","Tools",[],"","heuristic",0.6153846153846154,4
"comm_435","Tests","Tests",[],"","heuristic",1,4
"comm_450","Orchestrator","Orchestrator",[],"","heuristic",0.5714285714285714,4
"comm_456","Orchestrator","Orchestrator",[],"","heuristic",0.375,4
"comm_458","Hermes_cli","Hermes_cli",[],"","heuristic",0.6,4
"comm_463","Hermes_cli","Hermes_cli",[],"","heuristic",0.5,4
"comm_465","Hermes_cli","Hermes_cli",[],"","heuristic",0.25,4
"comm_467","Hermes_cli","Hermes_cli",[],"","heuristic",0.5454545454545454,4
"comm_468","Hermes_cli","Hermes_cli",[],"","heuristic",0.5,4
"comm_471","Hermes_cli","Hermes_cli",[],"","heuristic",0.4,4
"comm_473","Hermes_cli","Hermes_cli",[],"","heuristic",0.3333333333333333,4
"comm_477","Cron","Cron",[],"","heuristic",0.27586206896551724,4
"comm_491","Hermes_cli","Hermes_cli",[],"","heuristic",0.5,4
"comm_496","Hermes_cli","Hermes_cli",[],"","heuristic",0.5454545454545454,4
"comm_501","Hermes_cli","Hermes_cli",[],"","heuristic",0.8,4
"comm_502","Hermes_cli","Hermes_cli",[],"","heuristic",0.46153846153846156,4
"comm_505","Hermes_cli","Hermes_cli",[],"","heuristic",0.42857142857142855,4
"comm_506","Hermes_cli","Hermes_cli",[],"","heuristic",0.3157894736842105,4
"comm_518","Hermes_cli","Hermes_cli",[],"","heuristic",0.5454545454545454,4
"comm_527","Hermes_cli","Hermes_cli",[],"","heuristic",0.47058823529411764,4
"comm_530","Hermes_cli","Hermes_cli",[],"","heuristic",0.42857142857142855,4
"comm_537","Hermes_cli","Hermes_cli",[],"","heuristic",0.4,4
"comm_541","Hermes_cli","Hermes_cli",[],"","heuristic",0.6,4
"comm_543","Hermes_cli","Hermes_cli",[],"","heuristic",0.6,4
"comm_548","Hermes_cli","Hermes_cli",[],"","heuristic",0.2857142857142857,4
"comm_553","Hermes_cli","Hermes_cli",[],"","heuristic",0.4,4
"comm_555","Hermes_cli","Hermes_cli",[],"","heuristic",0.6,4
"comm_556","Hermes_cli","Hermes_cli",[],"","heuristic",0.75,4
"comm_563","Agent","Agent",[],"","heuristic",0.6,4
"comm_569","Hermes_cli","Hermes_cli",[],"","heuristic",0.36363636363636365,4
"comm_573","Hermes_cli","Hermes_cli",[],"","heuristic",0.42857142857142855,4
"comm_574","Hermes_cli","Hermes_cli",[],"","heuristic",0.25,4
